职位,薪水,经验,学历,关键词,工作地址
英语翻译,2000-4000元,经验不限,本科,"岗位职责：
外语系应届生
有无经验均可
 
 
任职要求：
热爱翻译
心细（注重细节）；
能接受加班熬夜；
学习能力强；
有团队意识
 

职位福利：五险一金、全勤奖、加班补助、餐补、节日福利","工作地点
重庆市沙坪坝区金科廊桥水乡馥溪美
查看地图"
驻国外英语翻译,1.5-2万,3-5年,本科,"岗位职责：
1、 在总经理的领导下开展企业的经营管理工作，处理公司内部事务的布置、实施、检查、督促，落实执行情况；
2、 协助总经理业务开拓，捕捉项目信息，招投标资料的收集整理；
3、 协助参加各类商务活动及开展商务谈判，维护各层级政府相关部门、机构以及项目业主、项目管理组的关系，催收工程款；
4、 负责企业对外活动中的口译和各类文件及日常来往书信的笔译工作，协助处理各类文件和相关行政文件的撰写；
5、 负责护照统计管理，工作签证申请、延期；
6、 积极完成领导交代的其他工作。
任职要求：
1、 大学以上学历，英语专业八级，有建筑行业翻译经验或国外工作经历者优先；
2、 能够熟练进行口译和笔译，具有较强的语言表达能力和交际技巧，以及良好的中英文写作能力；
3、 组织、沟通、协调、表达、适应能力强，反应敏捷，亲和力强；
4、 性格外向、责任心强、执行力强、抗压能力强，对待工作认真细致、耐心谨慎、处事灵活、踏实稳重；
5、 熟悉电脑操作，熟练应用包括Word、Excel在内的Microsoft办公软件。
薪资面议。","工作地点
上城区杭州站
查看地图"
商务英语翻译,9000-18000元·13薪,3-5年,本科,"岗位内容：
1. 翻译各类文件、合同、协议等文书，并确保翻译准确无误。
2. 协助组织商务谈判、会议等英语沟通工作。
3. 负责英语口译、笔译和文字编辑等工作。
任职要求：
1. 英语专业本科及以上学历，熟练掌握英语听说读写能力。
2. 具备3年以上英语翻译经验，对财务、法律、商务等领域具有深入的了解。
3. 熟悉常用办公软件以及翻译工具，有良好的团队协作能力。","工作地点
石峰区三一硅能(株洲)有限公司
查看地图"
英语翻译兼总助（上班在沙特）,1.2-2万,5-10年,本科,工作内容：  1、翻译公司日常工作中出现的英语资料，如邮件、PPT、报告等，确保翻译准确无误；  2、负责国外项目的现场对接及翻译，随行翻译建筑行业相关工程用语，  3、董事长助理岗位，负责公司商务礼仪接待；  4、负责董事长交代的文件起草，登记，存档等。         任职要求：       1、英语专业8级及以上学历，熟练掌握英语听说读写能力，懂阿拉伯语优先；       2、有海外建筑行业优先；       3、工作认真负责，自我要求严格，有良好的沟通能力和团队协作意识；       4、形象气质佳，接受出差出国。,"工作地点
广州市-花都区-小令庄中街小布市场东侧约280米
查看地图"
高级英语翻译,1.5-3万,1-3年,本科,"岗位职责
1、翻译上市公司所发布公告、半年报、年报等重要文件。
2、翻译公司合约（文件），中、英翻译，确保译文准确、完整、流畅，符合原文含义。
3、撰写专业且得体的英文邮件，并灵活回复电邮或消息。
4、完成领导交办的其他与英语翻译相关的临时性工作。
任职要求
1、真诚、自律、积极、勤奋，工作自主性强，有责任感。
2、熟练运用办公软件以及相应办公设备。
3、能按时完成工作。
4、相关专业本科学历及以上要求，专业八级（听读写良好）。
5、有从事香港交易所资料、公告，文件翻译者优先。
6、翻译经验1-3年及以上相关翻译工作经验。
福利待遇
1、薪资待遇面聊。
2、工作时间：早上9：00-12：30，下午14：00-18：00，周末双休。
3、假期福利：享有带薪国家法定节假日、婚假、产假，丧假，年假，节假日礼品，不定期下午茶等。
4、工作地点：深圳市福田区福田街道岗厦社区深南大道2007号金地中心1804。","工作地点
深圳福田区金地中心1804-05
查看地图"
英语翻译,5000-7000元,经验不限,大专,1.大专及以上学历，英语四级以上，具备良好的英语听说读写能力，能够用英语与客户进行熟练的口头和书面沟通‌。 2.应届毕业生亦可。 3.熟练使用办公软件。 4.有责任心和工作主观能动性强，具有优秀的分析问题，解决问题的能力。 5.具备较好的沟通、协调及执行能力，工作踏实认真，可适应短期国内外出差。,"工作地点
盐城亭湖区动益汽车配件有限公司K3-C27厂房
查看地图"
英语翻译,8000-16000元,1-3年,本科,"任职要求：
1. 具备敏锐的市场洞察力和优秀的商务谈判能力；
2. 英语口语熟练，能够独立应对日常商务邮件和电话沟通；
3. 有出色的团队协作精神和应变能力；","工作地点
衡水武邑县经济开发区兴旺路568号
查看地图"
英语翻译,8000-10000元,1-3年,本科,1.供应商/客户管理：英语流利（有CATTI口译证书和英语专八优先），负责对接客户、供应商等，有良好的沟通能力，沟通意愿强，主要是参与现场、视频会议（全英文沟通）。及时传达客户需求，跟进问题点的关闭、回复往来邮件、技术文件资料的口译、笔译，有项目管理职责。 2.技术文档管理：熟练使用word、 ppt、 Excel 等办公软件，负责会议纪要记录，会议讨论问题点的汇总，技术文件格式整理与翻译、技术方案翻译、其他客户所需资料的编写、汇总、翻译等工作（有CATTI笔译证书和英语专八优先）。 3、领导安排的其他工作。,"工作地点
天津滨海新区天齐大厦
查看地图"
英语翻译,8000-15000元,3-5年,本科,"岗位内容：
1. 翻译各类文件、合同、协议等文书，并确保翻译准确无误。
2. 协助组织商务谈判、会议等英语沟通工作。
3. 负责英语口译、笔译和文字编辑等工作。
任职要求：
1. 英语专业本科及以上学历，熟练掌握英语听说读写能力。
2. 具备3年以上英语翻译经验，
3. 熟悉常用办公软件以及翻译工具，有良好的团队协作能力。","工作地点
石家庄市-正定县-赵普大街6号
查看地图"
英语翻译,1.5-3万,1-3年,本科,"岗位内容：
1. 英语作为工作语言，提供英语口译和笔译服务，确保翻译的文件、合同和协议准确无误、工作高效；
2. 提供团队语言支持与服务，解决语言障碍问题。
任职要求：
1、本科及以上学历，英语、工程、建筑类相关专业优先。
2、三年及以上工作经验，有建筑工程行业从业工作经验者优先。
3、有美签、墨签等。
4、工作地点：墨西哥","工作地点
苏州吴中区远宏机电
查看地图"
英语翻译,1-1.8万·13薪,5-10年,本科,基本条件       年龄40岁以下，本科及以上学历，英语、商务英语、国际贸易等相关专业优先；    英语口头及书面能力突出。     核心能力     熟悉国际贸易术语及商务礼仪，了解矿石、木材、大宗商品行业者优先；   抗压能力强，可适应高频率海外出差；   性格沉稳，保密意识强，具备优秀的时间管理与应变能力。    薪资面议,"工作地点
苏州工业园区圆融星座-写字楼
查看地图"
英语翻译,5000-8000元,1-3年,本科,"岗位职责：
1、笔译：负责智能仓储物流领域相关资料的中英互译，涵盖技术手册、项目方案、合同文件、设备说明书、招标文件、行业标准、邮件等，确保译文准确、专业、符合行业规范；
2、口译：参与项目现场口译工作，包括技术沟通、会议洽谈、设备安装调试指导等场景；
3、负责协调各部门与国外相关人员的沟通与交流，配合项目推进中的翻译相关协调工作；
4、核对翻译成果，排查语法、专业误差及逻辑问题，确保交付文件的完成性与严谨性；
5、及时完成领导交办的其它任务。
任职要求：
1、本科及以上学历，英语相关专业，持有英语专业八级以上证书者优先；
2、具备2年以上英语翻译经验，有智能仓储行业相关翻译经验或熟悉智能仓储行业术语、业务流程者优先；
3、具备扎实的英语翻译能力，可熟练完成笔译、口译相关工作，译文准确、流畅且符合行业表达习惯；
4、工作认真负责、细致严谨，具备较强的抗压能力和团队协作精神，思维敏捷，逻辑清晰，能适应出差；
5、熟练使用各类办公软件以及翻译工具。","工作地点
太原尖草坪区东杰智能科技集团股份有限公司
查看地图"
英语翻译文控,5000-10000元,3-5年,本科,"语言能力：具备一定英语书面和口语沟通能力，CET-6、TEM-4/8 或同等及以上水平
经验：在工程建设、能源或油气等国际工程项目中担任文控或类似职位的工作经验者优先。","工作地点
天津滨海新区滨海财富广场
查看地图"
英语翻译实习生,150-200元/天,,本科,【任职要求】    1. 本科学历或以上，具备专八或以上英语水平资格，英语专业优先；应届毕业生可放宽要求。  2. 熟悉使用各项办公软件；  3. 为人正直，做事认真，有一定抗压能力；  4. 沟通能力强，有责任心和团队精神  5. 有一年以上留学或教育工作经验者优先考虑     【岗位职责】           1. 完成上级安排的材料翻译任务，需翻译的材料类型包括：成绩单、实习证明、毕业证等等；       4. 完成文件的排版和校对工作；       5. 协助留学申请过程中其他工作；    【福利待遇】:  1、按国家规定缴纳五险一金，年度体检，年度旅游（或旅游假）  2、享受带薪年假、法定节假日，餐补等福利  3、多渠道晋升、优越的薪资体系  4、每周五天工作制，每天7小时  5、节假日礼品，节假日弹性工作  【公司信息】:  公司名称：广州嘉华世达教育咨询有限公司  公司地址：广州市天河区体育西路191号中石化大厦B塔24层2418职位福利：五险一金、绩效奖金、餐补、带薪年假、出国游、周休两天、项目奖金、团队气氛活泼,"工作地点
广州天河区中石化大厦B塔体育西路191号中石化大厦B塔2418室
查看地图"
英语翻译,6000-9000元,经验不限,大专,随同领导出差，主要是听说读写的翻译工作。,"工作地点
青岛市北区卓越世纪中心
查看地图"
英语翻译,4000-8000元,1-3年,大专,"岗位内容：
1. 翻译各类文件、合同、协议等文书，并确保翻译准确无误。
2. 协助组织商务谈判、会议等英语沟通工作。
3. 负责英语口译、笔译和文字编辑等工作。
任职要求：
1. 英语专业本科及以上学历，熟练掌握英语听说读写能力。
2. 具备3年以上英语翻译经验，对财务、法律、商务等领域具有深入的了解。
3. 熟悉常用办公软件以及翻译工具，有良好的团队协作能力。","工作地点
四川省成都市都江堰市民疗路55号
查看地图"
英语翻译,8000-11000元,经验不限,本科,1、负责翻译董事长安排的任务资料的翻译工作  2、负责给董事长指定的招商对象发信函和邮件及电话沟通  3、负责商务接待和全程商务洽谈和签约过程翻译工作  4、负责公司招商相关工作  5、应聘者经公司考核通过后需办理营业执照，居住地为沈阳,"工作地点
沈阳沈河区國際名車定制中心
查看地图"
英语翻译,1-1.5万,经验不限,本科,工作内容：负责公司英语国家工程项目开发和执行的口笔译工作、涉外活动的策划和组织工作、与国内外相关政府部门的沟通工作。   技能要求：通过英语专业八级考试或者通过全国翻译专业资格（水平）考试英语二级  其它要求：英语专业本科以上学历，二外为法语的优先职位福利：包吃、交通补助、五险一金、绩效奖金、餐补、通讯补助、带薪年假、定期体检,"工作地点
红谷滩区南昌市红角洲前湖大道888号
查看地图"
英语翻译经理,6000-8000元,1-3年,本科,"岗位职责：
1、为海外项目提供QHSE（质量、健康、安全与环境）方面的外文文件解读、英汉互译、招标文件编辑。
2、协助技术部门确保所有项目活动遵守相关的健康、安全和环境法规翻译工作。
3、负责项目的全面管理，包括项目前期规划测算、实施执行、结算回款、监控收尾等工作。
4、负责把控项目质量和进度，根据客户要求和相关法规标准，进行数据收集、分析整理；与客户沟通，确保报告内容准确、全面，满足客户需求。
5、负责监控项目全周期实施动态与客户进行充分的沟通协调、关系维护，以推进实施；适时挖掘潜在业务需求。
6、与当地政府机构和合作伙伴进行沟通协调，确保项目顺利进行。
7、服从公司管理，与团队成员合作，完成公司指定任务。
【任职要求】
1、英语专业本科及以上学历，具有优秀的英语听说读写能力。
2、石油、石化或相关专业，从业经历丰富且过往工作业绩突出者。
3、具备良好的项目管理和协调能力，良好的沟通技巧和团队合作精神。","工作地点
四川省成都市武侯区吉泰五路88号2—3104
查看地图"
英语翻译项目经理,5000-10000元,经验不限,本科,"岗位职责：
1. 负责公司文件的英文翻译工作
2. 协助项目经理进行项目资料的整理与归档
3. 参与项目会议，提供必要的翻译支持
岗位要求：
1. 本科及以上学历
2. 具备良好的英语听说读写能力
3. 了解医疗器械注册流程者优先","工作地点
南关区吉林省长春市经济技术开发区昆山路733号
查看地图"
英语翻译（驻非洲）,1.1-1.2万,经验不限,本科,"工作地点：非洲埃塞俄比亚东方工业园
有意向的应聘者请将简历发至邮箱：***************
一、要求：
1、大专以上学历，能熟练地应用英语，英语口语熟练，英语四级以上，有相关办公室助理、销售、采购工作经验者优先。
2、因国外生活环境比较简单枯燥，需能适应长期在国外工作，拥有吃苦耐劳的精神。至少签订三年的劳动合同期限。
二、工作内容：
行政翻译（厂长助理）：主要从事与当地政府办事机构、厂区内外籍人员的沟通交流以及一些行政通知文本的书写及发布。对外事务（采购、销售）：主要是在当地进行相应物资的采购以及公司产品的销售。具体岗位将根据公司需要进行调配。
三、福利待遇：
1、第一年年薪15万元，以后逐年递增，表现突出者增幅较大，工资在国内发放个人银行卡。
2、每年可带薪休假回国一次，休息半个月，公司提供食宿及来回机票。国内（苏州）办理社会保险（养老，医疗，失业，生育，工伤）。
四、面试地点：
江苏省苏州市张家港市金港镇香山路（其元集团内）
五、联系方式：************唐先生
有意向的应聘者请将简历发至：***************
埃塞俄比亚东方工业园网址http://www.e-eiz.com/
职位福利：包吃、包住","工作地点
天津河西区非洲埃塞俄比亚东方工业园
查看地图"
兼职-英语翻译,1-1.5万,柳芳,5-10年,"现场陪同翻译/会议翻译
要求：英语专业，做过现场翻译，熟悉建筑行业专业词汇，对外贸行业比较了解
待遇：面谈","工作地点
朝阳区北京泰美新源科技发展有限公司
查看地图"
文控及英语翻译,6000-8000元·13薪,1-3年,本科,"岗位职责:
1、负责技术文件/管理文件发行、存档、管控；
2、协助项目经理参加国外客户项目会议，英文同步翻译；
3、负责国际客户的日常接待工作；
任职要求：
1.熟练的英语听说读写能力，无障碍沟通；接受出国出差；
2.熟练使用office办公软件及办公自动化设备
3.有一定的应变能力，工作细致认真条理性强","工作地点
天津市西青区学府慧谷工业园J6B101号J6B101
查看地图"
商务英语翻译,6000-8000元,五三,3-5年,"1.英语专业四级以上或Cet6。
2.英语听说流利，词汇量丰富。
3.适应高强度工作，努力学习新知识。
4.工作范围：招投标资料翻译，技术资料翻译，国际商务会议洽谈、接待等。
大小周，五险一金，工作忙时可接受休息日加班。","工作地点
沈阳市-沈河区-万柳塘路109号203
查看地图"
英语翻译,1.5-1.7万,1-3年,大专,"岗位职责：
1、负责部门的现场口笔译工作；
2、负责员工的培训宣导；
3、协助部门主管领导完成日常管理工作；
任职要求：
1、年龄25-40，大专及以上学历，优秀的中英互译技能，能独立完成会议口译及笔译任务；
2、良好的口头和书面表达能力及沟通协调和组织能力；
3、应聘生；往届生一年以上合资企业或大型跨国公司工作经验者优先。
职位福利：包吃、包住、绩效奖金","工作地点
成都武侯区锦城公园
查看地图"
英语翻译,2-3万,3-5年,本科,"岗位职责：
1.负责协助外籍员工与部门负责人/同事之间的沟通/对译,以及所有工作文档的翻译;
2.负责协助业务部门负责人进行部门日常工作，如：会议支持、来访接待等；
3.公司政策、制度信息的传递，及协助制度在业务部门内部的执行和落地；
4.完成上级临时交代的工作任务；
职位要求：
1.本科及以上学历，3年以上翻译、秘书、运营等相关工作经验；
2.英语精通，中英文流利互翻；有同传经验优先；
3.为人正直，热爱翻译工作，有良好的服务意识，良好的团队协作精神，学习能力强；
4.有较强的组织、协调、沟通、人际交往能力以及敏锐的洞察力;
5.具有很强的计划和执行能力，能承受工作压力；
6.接触短期内派驻海外（美国及其他国家半年以上）；
7.有海外工作及留学经验优先。","工作地点
杭州余杭区阿里巴巴西溪园区B区
查看地图"
英语翻译文案 北京,7000-10000元,国贸,1-3年,岗位职责： 1. 根据需要收集整理并审核移民、海外投资、留学等客户的文案材料； 2. 根据移民要求，与客户沟通提交材料及面试辅导，为完成海外投资或移民事宜提供规划与支持； 3. 与客户及时沟通，协助客户及时解决材料准备中遇到的困难； 4. 翻译文件、填写英文申请表格等其他申请及签证申请相关工作； 5. 完成领导安排的其他临时性工作。 职位要求： 1. 统招本科以上学历，具有英语专业证书，全职坐班不接受兼职； 2.工作严谨，耐心细致，具有优秀的职业素养和服务意识，优秀的沟通协调能力和团队协作力； 3.能对接日常英文邮件，看得懂普通的英文资料。 4.英语日常沟通表达能力较好。 福利待遇： 1、富有竞争力的薪酬结构，良好的发展空间。 2、完善的福利结构，节假日福利，生日福利、员工旅游；； 3、丰富的定期团建活动，工作之余丰富你的生活； 4、良好的培训及职业发展机会；,"工作地点
朝阳区北京嘉里中心北塔4楼
查看地图"
英语翻译（2026届应届生）,7000-10000元,无经验,本科,"1.现场翻译，为公司会议、商务谈判、技术交流等活动提供英语口译服务，确保双方沟通顺畅，信息传达准确无误；
2.具备跨部门沟通和协调能力。
3.严谨，有较好的责任感，外向开朗。
4.英语口语和书面流利。","工作地点
嘉定区上海众安电器塑料有限公司-南门
查看地图"
英语翻译（总经理助理）,4000-7000元,经验不限,本科,"岗位职责：
1、协助领导负责营销工作；
2、负责协调各种内部、外部资源；
3、客户回访，了解客户需求，以提高客户满意，促成客户二次开发；
4、完成上级领导分配的其他日常任务。
岗位要求：
男女不限，应届毕业生，需要有驾照，有英语特长优先； 具有良好的人际交往能力和语言表达能力，组织协调能力和团队协作能力。
薪资待遇：
具体薪资结构及待遇面议
有餐补，有空调，节假日福利，生日福利，社保
工作地址：芙蓉区世茂环球金融中心1912-1914房","工作地点
长沙芙蓉区世茂环球金融中心
查看地图"
英语翻译,6000-9000元,经验不限,硕士,"要求：英语专业科班出身，持专业八级证书，听读写译能力达高级水准，系统掌握专业知识，可胜任高难度英语相关工作。  岗位职责：1、负责为研究部门的工作开展提供支持,查找、翻译和总结行业研究报告；2、撰写会议纪要,整理例会材料,提升了文献检索、信息筛选分析能力；3、负责为领导外事活动翻译提供口译服务,提供来往信函、文件 及报告笔译;领导外事接待、出访安排与会议联络；4、维持与合作单位、机构、企业的日常友好交往；5、组织协调并落实各 类外事接待、出访、会议等；6、专利文献翻译，中英 英中，包括专利摘要、专利说明、专利评审等；  7、金属材料方向，会看图纸，口语流利。    职位福利：   五险一金、绩效奖金、大牛带队、周末双休、交通补助、出差补贴、团队气氛活泼、鼓励内部创新","工作地点
雁塔区神州数码西安科技园
查看地图"
英语翻译,1-2万,1-3年,本科,"职位： [翻译兼人事综合管理]
岗位职责：
· 负责公司英文相关的沟通、翻译或内容撰写工作。
· 处理项目上于业主的邮件及人事综合事务。
任职要求：
· 英语口语和书面表达能力流利。
· 具备良好的沟通能力和团队精神。
· 有相关经验者优先。
我们提供：
· 有竞争力的薪酬与福利。
职位要求：
· 本科及以上学历，英语、翻译、国际贸易或相关专业优先。
· 英语专业八级（TEM-8）或同等水平，具备流利的英语口语和书面表达能力。
· 熟练使用Microsoft Office办公软件。
· 优秀的沟通技巧、团队合作精神和解决问题的能力。
· 积极主动，注重细节，能够承受一定的工作压力。
· 良好的职业发展机会。","工作地点
北京市-丰台区-金泽路165号驻巴基斯坦
查看地图"
英语翻译,1.8-2万,经验不限,本科,"工作职责:
1.口译:负责涉外接待，翻译工作
2.笔译:翻译公司各类合同，会议等相关资料，保证翻译质量。
3.辅助业务部门进行相关业务谈判，合同签订，订单跟踪。
4.领导安排的其他工作，晋升路线广泛。
职位要求:
1.统招本科以上学历，英语专业优先；
2.接受出差和外派，英语可作为工作语言；
3.熟练运用办公软件；
4.工作认真细致；
5.有外贸工作经验，或与外商接触工作经验者优先；
6.形象气质佳。","工作地点
滨海新区天津北方石油有限公司储运公司
查看地图"
高级英语翻译（中译英）,5000-8000元,经验不限,本科,任职要求：  1、学历及专业：本科以上学历，专业不限；2、语言能力：英语专八或同等水平， 持 CATTI 证书者优先考虑；  3、工作经验：1年以上翻译经验，优秀应届生亦可；  4、综合素质：具备良好的沟通能力和人际交往能力。    工作职责：  1、根据客户要求，进行客户文件的翻译或校对工作，主要方向是医药、市场、专利、游戏类文件的中到英笔译；  2、根据公司要求，对译文进行审校或QA；  3、性格沉稳细致，富有责任心，能够保质保量完成翻译项目的交付。    备注：  工作时间周一至周五08:30-12:00 13:00-17:30，双休，公司免费提供营养美味的工作餐  ===========================================================    工作地址  高新区九兴大道5号麦柯大厦2楼      职位福利：五险一金、年底双薪、包吃、带薪年假、定期体检、员工旅游,"工作地点
中国成都 高新区九兴大道5号麦柯大厦2楼
查看地图"
商务英语翻译,1-2万,3-5年,本科,"1.· 作为中方项目管理团队与海外客户、供应商及合作伙伴之间的主要沟通桥梁。· 组织和参与中英文国际电话会议、视频会议，负责会议记录与纪要的整理与分发。· 及时、准确地传递项目进度、技术变更和关键决策等信息。
2. 技术文档翻译与管理：
· 负责项目相关技术文档的笔译工作，包括但不限于：设备图纸、技术规格书、操作与维护手册、合同条款等
3. 项目管理支持：
· 协助处理项目执行过程中的文书工作和行政流程。
4. 出差与现场支持：
·偶尔 需要出差至海外项目现场或客户所在地，进行设备安装、调试阶段的技术翻译与协调工作。
任职要求：
1. 基本条件： 因该岗位有时候会出差海外项目现场，工作环境及差旅条件较为特殊，故有此要求）。
2. 语言能力： 英语专业八级或同等水平，口语流利，能作为工作语言进行无障碍的深度技术沟通和商务谈判；中文母语水平。
3. 行业经验：
· 具备机械、电气、自动化或相关工科背景优先。
4. 项目管理经验： 至少1-2年项目管理或项目助理相关工作经验，了解项目管理基本流程。","工作地点
栾城区石家庄新华能源环保科技股份有限公司石家庄新华能源环保有限公司
查看地图"
高级会服接待（英语翻译）,9000-12000元,1-3年,本科,"任职要求:
1、形象气质亲和，牙齿整齐、笑容亲切自然皮肤外露部分无纹身和明显疤痕;
2、普通话标准，具备中英双语能力，能即时进行口语翻译，并确保内容准确:
3、掌握国际通用的商务礼仪(如握手、名片交换、座次安排等);
4、有政府接待、外事经验者优先;
5、能策划并执行接待流程(如会议安排、参观陪同等);
6、能熟练使用办公软件。","工作地点
无锡新吴区I·Campus泊寓
查看地图"
国际市场部助理（英语、翻译）,8000-10000元,3-5年,本科,"岗位职责
1、协助海外销售的培训与对渠道的宣讲及答疑；
2、协助海外销售与拓展中心、文案中心的对接，更新客户申请进度；
3、销售数据统计，CRM管理与信息核对，海外员工KPI指标动态考核管理与纠偏；
4、代表公司维护渠道合作方客情关系及回访工作；
5、代表公司商务接待，出席渠道活动等；
6、公司交办的其他渠道相关事务；
7、行业信息收集与汇总分析；
8、负责所辖区域内涉及的翻译工作。
任职资格
1、本科及以上学历，英语翻译、口译专业；
2、英语专业八级或雅思口语7分以上，听说读写流利，可作为工作语言使用；
3、具备优秀的团队管理能力、业务推进、沟通协调能力；
4、能适应不定期的海外出差及跨时区工作的工作性质。
工作待遇：
1、早九晚五，9：00-12:00，下午14:00-17:00。周末双休，节假日按国家规定放假，享受年假待遇。
2、工资+餐补+年终奖等福利，优秀员工、爱岗敬业等多奖项颁发，并享有国外参加年会及旅行的机会。
3、扁平化管理，氛围轻松，享有国际化视野及平台。","工作地点
重庆渝北区金科中心悦-FUN8号楼805-806
查看地图"
英语翻译,8000-13000元,经验不限,本科,"岗位内容：
1. 翻译各类文件、合同、协议等文书，并确保翻译准确无误；
2. 协助组织商务谈判、会议等英语沟通工作；
3. 负责英语口译、笔译和文字编辑等工作；
4. 来访客户日常接待等；
5. 领导安排的其他工作。
任职要求：
1. 英语专业本科及以上学历，留学生优先考虑，熟练掌握英语听说读写能力；
2.形象气质佳，身高168以上，简历需附照片。
公司福利：五险一金、免费住宿、过节费、餐补、高温补贴、过节及生日礼品、年度免费体检、报销标准内实报实销等。","工作地点
城阳区青岛国恩科技股份有限公司南厂区青岛国恩科技股份有限公司二期
查看地图"
英语翻译,7000-10000元·13薪,经验不限,本科,岗位职责：1、口译以及笔译：总经理日常事务中的口译和公司高管以及部门主管要求的资料进行翻译，确保准确、及时地完成翻译任务；   2、客户接待：拟定客户接待计划，根据客户需求，统筹资源，顺利完成客户接待任务，提高客户满意度；   3、公司重大项目追踪：执行公司年度重大项目追踪计划，追踪、监督责任部门按计划完成；   4、政府公共关系：执行公司年度公共关系计划，争取政府优惠政策，同时积极维护、拓宽与政府相关部门的沟通渠道；   5、主管安排的其他工作。    任职要求：1、英语可作为工作语言，良好的口语和书面沟通能力，通过英语专业八级优先；2、本科及以上学历，英语专业； 3、良好的人际交往能力与团队合作精神。,"工作地点
合肥蜀山区安徽佳通乘用子午线轮胎有限公司
查看地图"
英语翻译岗,面议,国贸,3-5年,"基本工作要求：
1、胜任公司高层的金融保险或国际贸易方面的专职翻译，包括国际交流会、商务洽谈、项目考察等现场口译、信息笔译等工作。
2、胜任海外事项处理，包括海外相关关系维护、事项联络、事务对接等。
3、胜任外事活动的组织筹划与整体安排。
4、工作地点:北京、深圳、香港。
择优录用事由：
1、硕士研究生及以上学历，有海外留学或工作经历；
2、熟悉国际规范与商务礼仪，具有高水平的同传、交传口译经验及相关资质证书；
3、除英语本身专业能力外，具有财务、投资相应能力或艺术文化特长；
4、形象阳光，端庄大方，年龄35岁以下。
薪酬待遇及发展空间：
1、年薪标准依据专业素质能力的综合价值而定，具体有三档区间：40万-60万-80万，极优秀者不设上限。
2、提供完善与特色的阳光福利，包括五险一金、带薪年假、各类补贴及节日福利、父母生日假、父母生日金、父母赡养津贴等。
3、如本人同意并适合，可为其提供到香港、美国、澳大利亚等地的工作学习机会。
4、工作三年后，如果本人同意并适合，可为其提供海内外投资管理等工作转型机会。","工作地点
北京朝阳区阳光金融中心
查看地图"
商务助理（英语翻译）,5000-8000元,1-3年,本科,岗位职责：1、负责协助总办处理日常行政事务，包括文件归档、会议记录、来访接待等;  2、负责英文邮件的撰写和回复，以及与国际客户的沟通;  3、负责涉外接待相关的翻译工作，如外宾来公司考察、出国陪同翻译；  4、协助安排公司活动及会议，确保各项行政事务的顺利进行。  5、与涉外团队成员保持良好的沟通，确保涉外工作保质保量完成。  任职条件：  1、本科以上学历，英语相关专业，英语八级、雅思7分、托福100分者优先；  2、英语口语优秀，可陪同翻译，具备英语翻译工作经验；  3、有房地产、外企工作经验优先；  4、有较强的自学能力和抗压能力，能够快速适应新的工作环境和要求；   5、细心认真，责任心强，具备良好的沟通协调能力和团队合作精神；  6、熟练使用Office等办公软件，具备一定的文件管理、会议安排和日常事务处理能力。     7、可适应短期出差。,"工作地点
西安雁塔区芙蓉新天地6号楼B1层
查看地图"
英语翻译(应届生）,7000-10000元,无经验,本科,1、岗位职责（工作地点：胶州）：（1）负责日常以电子邮件、网络会议、电话等方式与欧美客户进行项目沟通；  （2）业务跟单：收到客户报价资料→确认资料提交报价→商务谈判签订合同→合同执行→产品发货→货款回收。  （3） 客户来访接待；公司有固定客户，不需要单独开发客户。  2、岗位职责：  （1）本科学历，研究生更好，英语类相关专业，英语专业8级。   （2）英语听说读写能力良好。   （3）爱岗敬业，沟通能力好，工作认真细致，思维敏捷，责任心强。  3、其他  周一到周五为工作日，周六周日休息，工作时间为8:00～17:00；  根据公司业务需要，海外出差；  不定期团建，节假日福利；公司提供免费工作餐；交通补贴，工龄补贴。,"工作地点
青岛胶州市兰州东路
查看地图"
外贸英语翻译,4000-6000元,1-3年,本科,"岗位内容：
1. 负责公司所有英语资料的翻译工作，如邮件、文档、合同、技术说明等。
2. 协助相关部门进行与国外客户的英语邮件沟通。
3. 参与英语会议、谈判的口译和笔译工作。
任职要求：
1. 熟练掌握英语听说读写能力，具备良好的英语表达能力和翻译能力。
2. 能承受较大的工作压力，具备一定的英语翻译经验，熟悉使用常用办公软件和翻译工具。
3. 具备优秀的团队协作能力和沟通能力，思维敏捷，逻辑清晰。
4.英语6级以上。
薪资待遇：
基本工资：4000-6000元，具体面议
业绩提成
五险，双休
工作时间：上午9点-12点
下午1点半-5点半","工作地点
石家庄市-桥西区-裕华西路73号
查看地图"
外贸英语翻译,5000-8000元,经验不限,本科,"1. 本科及以上学历，英语相关专业；
2. 具备良好的英语听、说、读、写能力；
3. 有外贸行业英语翻译经验者优先；
4. 具备较强的沟通协调能力及团队合作精神。
5. 做过外贸业务工作经验的优先考虑。","工作地点
石家庄市新华区新合作城市广场B座1605室
查看地图"
英语翻译,300-500元/时,1-3年,本科,"岗位内容：
1. 负责公司所有英语资料的翻译工作，如邮件、文档、合同、技术说明等。
2. 协助相关部门进行与国外客户的英语邮件沟通。
3. 参与英语会议、谈判的口译和笔译工作。
任职要求：
1. 本科以上学历，熟练掌握英语听说读写能力，具备良好的英语表达能力和翻译能力。
2. 能承受较大的工作压力，具备一定的英语翻译经验，熟悉使用常用办公软件和翻译工具。
3. 具备优秀的团队协作能力和沟通能力，思维敏捷，逻辑清晰。","工作地点
广州天河区广东能创科技有限公司
查看地图"
